Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,duration,children,HighestPurchaseSource
PhD,Together,52157.0,189,2,29,3,2,40,2,3,2,5,4,0,73,No,12.292950034223136,1,store
College Graduate,Single,66565.0,747,10,161,65,40,42,4,4,2,9,8,0,61,No,13.796030116358658,1,store
Master,Together,29298.0,6,0,2,2,0,1,1,1,0,2,5,0,72,No,13.040383299110198,2,store
College Graduate,Single,47691.0,14,0,3,0,0,4,1,1,0,2,6,0,44,No,13.215605749486652,1,store
College Graduate,Together,38200.0,12,0,4,0,0,1,1,1,0,2,7,0,53,No,13.790554414784394,2,store
College Graduate,Married,44989.0,98,0,106,49,10,106,5,5,1,5,6,0,49,No,14.026009582477755,1,web
PhD,Married,38443.0,32,0,5,0,0,1,2,1,0,3,7,0,55,No,12.65160848733744,2,store
Technical School,Single,38593.0,51,12,49,17,24,24,3,4,1,3,8,0,45,No,13.023956194387406,1,web
PhD,Together,64413.0,200,5,44,0,10,20,1,5,1,5,5,0,53,No,13.141683778234086,1,web
Master,Married,36959.0,25,6,25,6,0,0,2,2,0,3,8,0,42,No,12.971937029431896,1,store
PhD,Married,61996.0,1050,12,144,0,0,24,3,6,4,8,5,0,46,Yes,13.639972621492129,1,store
College Graduate,Married,51287.0,117,0,22,13,0,30,3,4,1,3,7,0,55,No,12.476386036960985,2,web
College Graduate,Married,13260.0,9,4,17,10,2,7,4,3,0,3,8,0,53,No,13.08145106091718,2,web
PhD,Together,47472.0,56,0,11,0,0,8,2,2,0,4,5,0,57,No,13.015742642026009,2,store
Master,Together,54603.0,145,13,46,17,2,4,6,4,2,4,7,0,67,No,13.204654346338124,2,web
PhD,Married,45207.0,203,0,10,0,0,2,5,3,1,6,6,0,49,Yes,13.86447638603696,2,store
College Graduate,Together,40689.0,270,3,27,39,6,99,7,7,1,5,8,0,72,No,13.514031485284052,1,web
Technical School,Together,47821.0,9,0,16,6,6,10,1,1,0,3,8,0,56,No,12.922655715263518,2,store
Master,Married,27450.0,37,12,23,8,11,52,1,2,1,3,7,0,72,No,13.437371663244353,0,store
College Graduate,Together,39453.0,46,0,7,0,0,2,2,2,0,3,6,0,40,No,12.470910335386721,1,store
Technical School,Together,26850.0,31,1,13,7,2,9,4,2,1,4,4,0,52,No,12.429842573579739,2,store
College Graduate,Widow,79800.0,1060,21,530,32,0,224,1,5,11,5,3,0,68,Yes,13.995893223819301,0,catalog
Master,Married,61794.0,264,47,188,54,47,11,2,4,4,10,2,0,62,No,13.021218343600275,1,store
College Graduate,Together,53863.0,399,4,30,6,4,30,3,7,1,7,7,0,68,Yes,12.350444900752908,1,web
College Graduate,Together,24221.0,8,9,9,2,5,22,1,1,1,3,4,0,64,No,13.089664613278575,0,store
PhD,Single,39684.0,19,0,35,6,4,17,2,2,1,2,7,1,39,Yes,13.943874058863791,1,web
Master,Married,92163.0,817,183,797,106,163,20,0,5,11,5,2,0,48,Yes,13.776865160848734,0,catalog
Master,Single,69882.0,292,127,635,132,127,165,1,3,7,9,1,0,58,No,12.865160848733744,0,store
College Graduate,Together,33178.0,12,6,2,11,2,16,1,1,0,3,4,0,46,No,12.643394934976044,1,store
PhD,Married,59973.0,130,30,168,20,34,0,1,3,4,7,1,0,51,No,13.02943189596167,0,store
Master,Together,17459.0,6,4,16,3,10,30,3,3,1,2,7,0,48,Yes,13.007529089664613,1,web
College Graduate,Divorced,23910.0,16,12,18,7,1,13,1,2,0,3,7,0,54,No,13.905544147843942,1,store
Master,Married,42169.0,19,0,9,0,0,2,2,1,0,3,8,0,54,No,12.92539356605065,2,store
Technical School,Married,26224.0,4,7,15,13,9,15,3,2,1,3,6,0,45,No,13.300479123887747,1,store
College Graduate,Together,31089.0,31,3,31,2,8,4,3,3,0,4,8,0,42,No,14.097193702943189,1,store
College Graduate,Single,30081.0,36,0,2,0,0,4,1,1,0,3,7,0,62,No,13.582477754962355,1,store
College Graduate,Together,62807.0,526,28,135,10,21,99,3,5,3,12,5,0,63,No,14.05886379192334,1,store
College Graduate,Single,72906.0,400,32,519,71,75,54,1,3,4,9,1,0,68,No,13.013004791238878,0,store
PhD,Married,61467.0,410,16,114,0,5,49,3,5,2,10,5,0,75,No,13.78507871321013,2,store
Master,Together,49618.0,80,3,26,4,2,14,4,3,1,3,7,0,57,No,13.653661875427789,2,web
Master,Single,21888.0,88,10,46,2,3,64,4,5,1,2,10,0,37,Yes,13.730321697467488,1,web
College Graduate,Widow,42429.0,55,0,6,2,0,4,2,1,1,3,5,0,50,No,12.61054072553046,1,store
College Graduate,Divorced,26150.0,5,1,13,3,5,1,1,1,0,3,7,0,67,No,13.533196440793978,3,store
High School,Married,30801.0,8,4,5,15,2,11,2,1,0,3,7,0,48,No,13.905544147843942,1,store
College Graduate,Married,81168.0,410,0,592,147,22,22,1,6,4,7,3,0,58,Yes,12.37782340862423,0,store
Master,Single,26877.0,101,13,76,20,18,40,2,3,1,6,6,0,54,No,13.092402464065708,0,store
Master,Widow,45006.0,162,25,53,16,0,10,1,3,1,7,3,0,79,No,13.180013689253936,0,store
High School,Married,18978.0,2,8,1,4,7,15,1,1,0,3,8,0,50,No,13.779603011635865,1,store
College Graduate,Married,22574.0,25,0,8,2,0,2,2,2,0,3,7,0,56,No,12.900752908966462,3,store
PhD,Single,48240.0,389,91,248,64,49,41,3,6,3,13,5,0,54,Yes,13.867214236824093,0,store
College Graduate,Married,45837.0,215,13,87,17,17,24,5,6,2,5,7,0,49,No,13.158110882956878,2,web
Master,Single,35791.0,27,0,5,0,0,3,2,1,0,3,8,0,58,No,13.379876796714578,3,store
PhD,Together,162397.0,85,1,16,2,1,2,0,0,0,1,1,0,47,No,13.30321697467488,2,store
College Graduate,Widow,54162.0,5,6,10,6,5,10,1,1,0,3,4,0,45,No,13.514031485284052,2,store
Master,Married,30522.0,179,8,83,19,11,26,5,1,2,9,2,0,63,No,14.097193702943189,1,store
PhD,Married,54456.0,352,0,27,10,0,15,3,6,1,7,6,0,62,No,13.19917864476386,1,store
College Graduate,Single,31632.0,17,8,12,11,15,32,1,2,1,2,7,0,52,No,13.190965092402465,0,web
College Graduate,Widow,72298.0,625,35,169,58,17,35,1,4,3,6,1,0,74,Yes,12.536618754277892,0,store
Technical School,Single,36975.0,10,6,11,0,4,2,1,1,0,3,7,0,45,No,12.733744010951403,1,store
Technical School,Married,72635.0,390,22,323,104,35,107,1,6,8,6,3,0,68,Yes,13.30321697467488,0,catalog
College Graduate,Married,13624.0,10,2,15,2,1,6,2,2,0,3,6,0,47,No,13.670088980150581,1,store
College Graduate,Single,84196.0,215,63,507,231,31,190,1,8,4,7,3,0,48,No,13.30321697467488,1,web
College Graduate,Together,70971.0,1001,17,572,93,125,17,7,11,11,5,7,0,63,Yes,14.001368925393566,1,web
PhD,Divorced,34487.0,19,18,33,24,1,8,3,3,0,3,9,0,46,No,14.042436687200547,2,web
College Graduate,Single,28769.0,41,5,129,10,3,3,3,4,1,4,9,0,46,No,13.760438056125942,1,web
PhD,Married,69084.0,1181,107,199,39,30,30,2,7,3,13,8,0,53,No,12.840520191649555,1,store
PhD,Together,65488.0,603,45,207,36,18,54,1,3,4,6,1,0,65,No,12.276522929500342,0,store
Technical School,Married,62466.0,129,129,259,168,121,83,5,6,3,12,4,0,53,No,12.684462696783026,1,store
Technical School,Single,32218.0,10,24,15,13,1,30,1,2,1,3,7,0,63,Yes,12.59958932238193,0,store
College Graduate,Single,83917.0,514,22,732,42,198,79,1,6,7,7,3,0,50,Yes,13.429158110882957,0,catalog
College Graduate,Divorced,46102.0,14,0,1,0,0,1,1,1,0,2,7,0,61,No,12.536618754277892,3,store
College Graduate,Single,84574.0,387,20,713,38,54,163,1,9,11,11,5,0,71,No,13.300479123887747,0,catalog
College Graduate,Married,56181.0,121,103,69,8,44,48,1,4,2,7,4,0,61,No,13.702943189596168,1,store
Master,Divorced,63120.0,965,69,279,54,41,69,5,8,4,9,7,0,73,Yes,13.982203969883642,1,store
College Graduate,Married,73691.0,707,21,250,85,43,73,2,6,2,8,2,0,52,Yes,12.876112251882272,1,store
College Graduate,Together,63381.0,571,50,142,33,50,159,4,4,5,13,2,0,63,No,13.963039014373717,1,store
PhD,Together,76140.0,586,66,653,17,0,26,1,5,9,6,2,0,75,No,12.361396303901437,0,catalog
PhD,Divorced,62859.0,1063,89,102,16,12,25,4,9,4,6,6,0,64,No,13.727583846680355,1,web
College Graduate,Single,45906.0,305,3,27,4,3,144,2,5,4,4,5,0,59,Yes,13.377138945927447,1,web
Master,Together,77632.0,1200,105,758,0,42,147,1,4,2,6,2,0,76,Yes,13.535934291581109,0,store
PhD,Married,46463.0,163,2,40,8,11,11,7,3,1,6,6,0,52,No,13.095140314852841,2,store
College Graduate,Together,105471.0,1009,181,104,202,21,207,0,9,8,13,3,0,53,Yes,13.66735112936345,0,store
Master,Divorced,55282.0,125,6,73,8,4,19,1,3,1,6,4,0,53,No,12.774811772758385,1,store
Master,Married,78710.0,721,0,152,119,50,50,3,7,6,12,4,0,46,No,12.334017796030116,1,store
College Graduate,Together,66886.0,315,4,62,41,31,146,2,7,1,7,5,0,65,No,13.015742642026009,1,web
Master,Single,98777.0,1000,19,711,125,115,38,0,4,6,9,1,0,63,Yes,12.594113620807667,0,store
College Graduate,Together,29103.0,16,0,17,6,3,6,2,1,0,3,9,0,38,No,14.069815195071868,1,store
College Graduate,Married,67445.0,757,80,217,29,80,11,5,9,6,12,6,0,49,No,14.11088295687885,1,store
PhD,Together,50616.0,30,2,25,0,1,9,1,1,1,4,2,0,73,No,12.4435318275154,1,store
College Graduate,Divorced,49431.0,219,3,100,26,0,17,2,7,1,5,8,0,68,No,14.13552361396304,1,web
College Graduate,Divorced,153924.0,1,1,1,1,1,1,0,0,0,0,0,0,48,No,12.621492128678987,0,web
College Graduate,Together,61278.0,111,3,28,2,6,15,2,3,1,4,6,0,70,No,12.714579055441478,1,store
Technical School,Together,26490.0,45,47,52,21,20,25,2,3,1,5,6,0,65,No,13.998631074606434,0,store
PhD,Together,73059.0,410,112,420,0,82,71,1,9,3,13,4,0,76,No,13.059548254620124,1,store
PhD,Single,46734.0,100,1,39,6,1,76,4,3,2,3,6,0,57,Yes,12.919917864476385,3,web
College Graduate,Together,56253.0,509,0,65,7,11,5,4,7,2,9,6,0,60,No,13.790554414784394,1,store
College Graduate,Married,19986.0,3,6,5,0,2,6,1,0,0,3,7,0,38,No,12.854209445585216,1,store
College Graduate,Widow,58330.0,445,53,213,104,98,151,1,6,4,13,4,0,48,No,12.7419575633128,1,store
High School,Married,25965.0,2,2,11,41,7,11,1,2,0,3,8,0,43,No,14.039698836413416,0,store
Master,Together,14661.0,4,1,11,6,2,2,1,1,0,3,6,0,67,No,13.722108145106091,0,store
College Graduate,Married,18690.0,6,1,7,23,4,19,1,1,1,2,8,0,64,No,13.73305954825462,0,store
PhD,Together,45068.0,14,0,3,0,0,3,1,1,0,2,7,0,49,No,13.352498288843258,1,store
High School,Single,21063.0,1,10,11,19,3,15,2,2,0,3,6,0,36,No,12.991101984941821,1,store
PhD,Married,29187.0,26,0,6,0,0,2,1,1,0,3,8,0,55,No,13.371663244353183,1,store
Technical School,Married,54690.0,111,16,37,7,9,18,3,3,1,5,3,0,52,No,12.873374401095141,2,store
PhD,Married,59304.0,418,61,428,80,51,10,3,7,8,10,5,0,59,No,13.149897330595483,1,store
Master,Single,59247.0,327,9,122,19,14,83,5,5,2,9,6,0,61,No,12.870636550308008,2,store
College Graduate,Widow,66731.0,371,159,194,58,106,141,4,4,3,6,3,0,53,No,14.026009582477755,1,store
College Graduate,Married,77353.0,275,59,107,69,101,59,2,6,4,8,4,0,43,No,12.766598220396988,1,store
PhD,Single,52614.0,789,0,142,12,9,38,2,2,4,8,8,0,48,No,13.806981519507186,1,store
College Graduate,Married,26751.0,1,1,5,0,3,1,1,1,0,2,8,0,49,No,12.336755646817249,2,store
PhD,Married,81300.0,1004,12,145,32,12,36,3,10,3,5,5,0,60,Yes,13.894592744695414,1,web
College Graduate,Single,70337.0,187,81,149,25,43,91,1,2,2,12,1,0,44,No,12.720054757015742,0,store
Technical School,Married,36145.0,56,4,76,17,1,18,4,4,1,3,9,0,38,Yes,13.267624914442163,1,web
PhD,Single,65295.0,365,32,117,34,110,6,1,3,3,13,2,0,43,No,12.747433264887064,0,store
College Graduate,Divorced,68118.0,595,23,123,10,23,154,2,8,9,4,6,0,60,No,12.928131416837783,1,catalog
College Graduate,Divorced,68743.0,1132,134,384,175,134,115,1,11,5,13,7,0,56,No,14.061601642710473,0,store
Technical School,Together,41039.0,34,11,137,179,61,45,1,8,1,5,8,0,41,No,13.160848733744011,0,web
College Graduate,Together,38946.0,116,6,82,6,6,41,2,3,1,6,5,0,68,No,12.91170431211499,1,store
College Graduate,Together,65777.0,565,32,435,28,32,54,1,2,8,6,1,0,56,No,12.758384668035593,0,catalog
PhD,Divorced,66476.0,372,18,126,47,48,78,2,5,2,11,4,0,47,No,13.544147843942506,1,store
PhD,Single,86857.0,899,102,838,133,102,40,1,5,6,10,2,0,51,Yes,14.026009582477755,0,store
PhD,Married,160803.0,55,16,1622,17,3,4,15,0,28,1,0,0,41,No,14.132785763175907,0,catalog
PhD,Together,77845.0,760,40,480,0,40,26,1,3,5,12,1,0,34,Yes,12.353182751540041,0,store
PhD,Together,69476.0,260,86,559,63,9,67,1,4,6,4,2,0,54,No,12.97741273100616,0,catalog
PhD,Divorced,50611.0,459,0,24,6,0,4,6,4,5,7,6,0,63,Yes,13.96577686516085,1,store
College Graduate,Single,61209.0,466,0,224,119,49,99,1,5,3,4,2,0,53,No,13.075975359342916,0,web
Master,Together,42315.0,67,15,80,17,11,80,3,1,4,4,3,0,65,No,13.196440793976729,1,catalog
High School,Together,13084.0,2,0,7,3,7,10,1,1,0,3,6,0,71,No,12.8870636550308,0,store
Master,Widow,47570.0,67,1,20,0,2,31,3,2,2,2,7,0,74,Yes,13.316906228610542,2,web
Master,Married,61923.0,92,4,18,3,3,6,1,2,1,4,3,0,62,No,13.158110882956878,2,store
College Graduate,Single,34824.0,4,2,11,2,0,4,1,1,0,2,6,0,28,No,12.492813141683778,0,store
PhD,Single,26518.0,20,1,28,3,3,2,3,2,0,3,8,0,74,Yes,13.456536618754278,2,store
College Graduate,Single,45938.0,273,11,178,62,83,29,2,8,4,6,6,0,62,No,12.88432580424367,0,web
College Graduate,Together,78468.0,434,22,388,104,22,34,1,10,7,10,4,0,63,Yes,12.454483230663929,0,web
College Graduate,Divorced,78901.0,321,11,309,33,26,34,3,9,3,5,4,0,50,No,13.013004791238878,1,web
College Graduate,Married,71427.0,212,123,177,15,64,23,2,8,2,8,4,0,45,No,12.531143052703628,2,web
College Graduate,Divorced,71022.0,909,12,278,0,12,242,3,5,2,11,8,0,45,Yes,12.61054072553046,1,store
Master,Single,90247.0,1184,32,352,21,16,16,1,3,4,7,1,0,35,Yes,12.399726214921287,0,store
Master,Divorced,41335.0,112,19,21,16,14,5,3,4,1,4,7,0,55,No,12.739219712525667,1,web
College Graduate,Married,71952.0,656,80,455,52,107,93,2,8,4,8,4,0,37,Yes,13.697467488021903,1,web
PhD,Divorced,35682.0,23,0,8,6,2,18,1,1,1,3,2,0,53,No,12.238193018480493,1,store
College Graduate,Divorced,43185.0,537,6,42,16,6,30,2,9,3,6,8,0,72,No,13.451060917180014,1,web
PhD,Together,66375.0,712,0,45,0,0,191,3,2,4,5,7,0,75,Yes,12.83504449007529,1,store
Master,Married,35178.0,23,1,13,2,2,18,1,1,1,2,7,0,52,Yes,13.697467488021903,1,store
College Graduate,Married,25252.0,1,3,4,2,2,6,1,1,0,2,8,0,37,No,13.196440793976729,1,store
Master,Single,55250.0,664,58,83,32,0,66,4,7,5,10,5,0,58,No,13.919233401779604,1,store
College Graduate,Single,33249.0,6,10,21,19,14,42,2,2,1,3,6,0,48,No,13.585215605749486,1,store
College Graduate,Together,58398.0,299,5,201,21,21,49,3,5,4,8,4,0,70,No,13.357973990417522,0,store
College Graduate,Together,50272.0,99,13,66,43,8,4,3,4,1,5,7,0,41,No,13.125256673511293,1,store
PhD,Married,76618.0,749,40,294,121,160,147,1,3,2,5,1,0,48,No,13.790554414784394,0,store
Technical School,Divorced,87305.0,345,25,501,63,138,80,1,5,3,8,2,0,63,Yes,13.995893223819301,0,store
College Graduate,Together,25851.0,9,4,18,7,5,5,2,2,0,3,7,0,45,No,13.609856262833675,1,store
College Graduate,Divorced,58710.0,440,81,368,0,122,174,6,11,5,9,6,0,53,No,13.478439425051334,1,web
College Graduate,Single,45160.0,8,2,5,3,0,3,1,1,0,2,7,0,65,No,12.484599589322382,2,store
Master,Married,74806.0,670,9,249,0,28,9,2,5,4,5,4,0,58,No,13.757700205338809,1,web
College Graduate,Married,59111.0,524,0,134,28,28,155,1,11,1,8,7,0,69,No,13.390828199863108,0,web
PhD,Married,18988.0,6,0,6,2,1,1,2,1,0,3,7,0,39,No,12.334017796030116,1,store
College Graduate,Married,72190.0,597,166,597,172,166,249,1,5,6,4,3,0,58,No,13.604380561259411,0,catalog
College Graduate,Married,7500.0,7,0,12,13,7,32,5,4,1,2,9,0,47,Yes,14.140999315537304,1,web
College Graduate,Married,44794.0,54,0,7,0,0,4,1,2,0,3,6,0,57,No,12.290212183436003,1,store
College Graduate,Married,80395.0,445,25,706,80,76,48,1,6,5,12,2,0,68,Yes,12.829568788501026,0,store
Master,Divorced,75012.0,294,142,218,164,58,151,1,3,8,11,1,0,47,No,12.657084188911705,0,store
Master,Married,56962.0,292,3,77,10,3,26,7,6,3,5,7,0,58,No,12.947296372347708,3,web
College Graduate,Together,89891.0,412,22,132,59,28,183,1,11,6,8,4,0,32,Yes,13.437371663244353,0,web
PhD,Divorced,35946.0,8,0,3,0,0,0,1,0,0,3,5,0,74,No,12.985626283367557,2,store
PhD,Together,53593.0,349,4,78,6,0,43,8,7,2,6,8,0,70,No,14.124572210814511,2,web
College Graduate,Married,66373.0,328,9,124,12,24,109,7,4,2,10,3,0,45,No,13.27857631759069,2,store
PhD,Divorced,45072.0,144,2,99,7,2,30,5,6,1,4,8,0,75,No,12.933607118412047,3,web
College Graduate,Divorced,89694.0,1126,28,211,37,28,42,3,4,3,4,5,0,50,Yes,12.952772073921972,2,web
College Graduate,Married,72025.0,967,0,617,43,50,0,1,4,8,13,2,0,74,Yes,12.399726214921287,0,store
College Graduate,Married,67432.0,432,79,341,177,136,170,2,8,5,4,4,0,50,No,13.483915126625599,1,web
Master,Together,70545.0,138,39,63,55,18,21,1,4,1,7,2,0,71,No,12.303901437371664,1,store
High School,Married,17487.0,0,0,1,7,4,6,1,1,0,2,7,0,34,No,13.514031485284052,1,store
College Graduate,Together,62882.0,509,133,497,78,24,97,2,7,5,6,4,0,54,No,14.119096509240247,1,web
PhD,Single,64108.0,948,10,86,13,21,21,4,6,9,11,5,0,70,No,13.500342231348391,1,store
Master,Together,34941.0,39,2,25,4,3,24,2,3,0,3,8,0,67,No,13.546885694729637,2,web
PhD,Single,48767.0,28,1,21,3,0,10,3,2,1,3,5,0,73,No,12.722792607802875,3,store
Technical School,Together,38702.0,13,11,24,13,8,40,2,3,0,4,6,0,45,No,13.141683778234086,1,store
College Graduate,Married,82224.0,307,26,360,138,31,40,1,6,9,5,3,0,59,Yes,12.657084188911705,0,catalog
College Graduate,Together,83844.0,901,31,345,75,31,191,1,4,4,11,1,0,71,Yes,13.363449691991786,0,store
Technical School,Married,17003.0,2,5,12,4,8,7,3,2,0,4,5,0,48,No,12.785763175906913,1,store
College Graduate,Single,71163.0,283,17,372,138,106,44,1,3,8,12,1,0,28,No,12.539356605065024,0,store
College Graduate,Single,33697.0,4,3,7,0,3,11,1,1,0,2,7,0,53,Yes,13.018480492813142,1,store
Technical School,Married,63564.0,769,80,252,15,34,65,1,10,10,7,6,0,69,Yes,12.646132785763175,0,web
PhD,Together,83443.0,518,42,742,55,56,84,1,6,10,5,2,0,51,No,12.725530458590006,0,catalog
PhD,Together,51518.0,350,8,66,17,4,4,2,3,2,10,3,0,65,No,12.969199178644764,1,store
College Graduate,Widow,58330.0,445,53,213,104,98,151,1,6,4,13,4,0,48,No,12.7419575633128,1,store
College Graduate,Married,80952.0,778,178,689,41,27,44,1,8,5,11,8,0,54,Yes,13.56331279945243,0,store
College Graduate,Together,75507.0,709,93,374,104,80,80,1,8,6,6,3,0,44,No,12.39151266255989,0,web
Technical School,Together,63855.0,359,35,314,93,116,89,1,7,3,13,4,0,45,No,13.61533196440794,0,store
PhD,Together,62220.0,799,12,375,16,12,12,5,7,6,5,6,0,51,Yes,14.113620807665983,1,web
College Graduate,Married,58512.0,895,10,101,13,0,152,5,3,4,8,8,0,59,No,13.007529089664613,1,store
Master,Married,40662.0,40,2,23,0,4,23,2,2,1,3,4,0,44,No,13.522245037645447,1,store
PhD,Married,38829.0,76,0,7,0,0,16,1,3,2,2,5,0,64,No,12.462696783025326,1,web
Technical School,Married,35523.0,11,5,22,12,5,11,2,3,0,3,7,0,42,No,12.969199178644764,1,web
College Graduate,Single,79146.0,245,16,223,21,43,16,2,8,1,8,6,0,56,No,12.413415468856947,2,web
Master,Married,78285.0,647,107,391,175,67,40,1,6,4,10,3,0,35,No,12.900752908966462,0,store
PhD,Single,31626.0,39,1,9,2,1,34,1,2,1,2,7,0,45,Yes,13.36892539356605,1,web
College Graduate,Single,75127.0,203,35,305,46,17,227,1,2,11,5,1,0,71,No,12.336755646817249,0,catalog
College Graduate,Married,48726.0,138,3,38,4,0,59,3,3,2,4,6,0,68,No,13.404517453798768,1,store
College Graduate,Married,74985.0,587,51,898,247,0,86,1,3,6,7,2,0,46,No,14.028747433264886,0,store
College Graduate,Together,67430.0,595,97,291,127,133,121,1,11,5,12,6,0,36,No,14.04517453798768,0,store
Technical School,Married,46891.0,43,12,23,29,15,61,1,2,1,4,4,0,58,No,13.05681040383299,1,store
Master,Married,62058.0,301,7,74,10,0,58,4,6,1,7,6,0,67,No,13.325119780971937,1,store
College Graduate,Married,72063.0,180,32,348,76,32,90,2,5,2,12,2,0,44,No,13.221081451060916,1,store
PhD,Married,78939.0,794,115,243,150,0,205,1,8,5,6,3,0,72,No,12.777549623545516,0,web
College Graduate,Single,42720.0,392,5,91,28,26,112,8,7,3,7,8,0,58,Yes,13.412731006160165,2,web
College Graduate,Married,33622.0,39,1,22,3,4,12,3,2,0,4,7,0,51,No,13.442847364818617,2,store
PhD,Together,6835.0,107,2,12,2,2,12,0,0,0,1,20,0,66,No,13.787816563997263,1,store
College Graduate,Together,41452.0,13,0,3,0,0,0,1,1,0,2,7,0,70,No,13.546885694729637,2,store
PhD,Single,40760.0,70,0,17,0,0,6,2,2,1,3,6,0,58,No,13.062286105407255,1,store
PhD,Together,74250.0,680,11,392,75,0,0,1,2,11,4,1,0,65,No,12.654346338124572,0,catalog
Master,Single,51124.0,26,1,11,0,1,4,2,1,0,3,3,0,68,No,12.761122518822724,2,store
College Graduate,Single,72258.0,522,0,522,227,120,134,2,6,9,5,2,0,52,No,13.026694045174539,1,catalog
PhD,Single,71466.0,412,12,546,78,182,0,1,4,4,10,1,0,49,No,12.465434633812457,0,store
College Graduate,Together,36283.0,6,5,5,8,0,5,2,1,0,3,4,0,47,No,12.44079397672827,2,store
College Graduate,Single,20587.0,2,3,6,4,1,9,1,1,1,2,7,0,53,No,12.366872005475702,1,store
College Graduate,Married,30467.0,1,3,8,2,5,5,1,1,0,2,7,0,51,No,12.511978097193703,1,store
College Graduate,Together,31590.0,6,2,15,6,6,3,1,1,0,3,8,0,51,No,13.262149212867898,1,store
High School,Married,20425.0,4,12,5,3,16,17,2,2,0,3,7,0,37,No,13.897330595482547,1,store
Master,Together,17144.0,18,2,19,0,2,6,5,3,0,4,7,0,63,No,12.59958932238193,2,store
PhD,Divorced,42564.0,324,48,186,39,18,198,6,6,8,4,7,0,55,Yes,13.71937029431896,1,catalog
Master,Married,43783.0,327,9,125,25,4,139,6,7,1,8,7,0,45,Yes,12.317590691307323,1,store
College Graduate,Divorced,40780.0,229,27,71,13,3,34,4,7,1,5,9,0,47,No,14.036960985626283,1,web
Master,Together,62847.0,521,168,706,80,76,61,1,3,6,4,2,0,78,No,13.683778234086242,0,catalog
PhD,Married,82017.0,184,23,446,30,23,23,1,5,4,7,2,0,66,Yes,13.872689938398358,0,store
College Graduate,Single,16813.0,4,8,11,12,2,13,1,2,0,3,7,0,73,Yes,13.177275838466803,0,store
College Graduate,Married,51267.0,183,2,64,7,2,12,4,3,3,5,4,0,45,No,12.898015058179329,2,store
College Graduate,Single,46524.0,31,19,35,26,14,52,2,1,1,5,3,0,62,No,13.464750171115675,1,store
Master,Single,45183.0,219,3,60,12,9,12,1,4,1,7,7,0,61,Yes,13.670088980150581,0,store
PhD,Married,70421.0,479,28,136,75,14,35,3,10,3,7,6,0,69,No,12.235455167693361,1,web
Technical School,Divorced,60161.0,584,44,212,46,8,177,3,11,4,8,8,0,58,No,13.91375770020534,1,web
College Graduate,Together,73926.0,627,91,597,159,91,15,1,6,5,12,3,0,50,No,13.557837097878165,0,store
College Graduate,Married,19329.0,24,1,16,12,2,5,3,4,0,3,8,0,55,No,12.772073921971252,1,web
Master,Married,61872.0,330,5,159,36,27,16,4,4,4,9,4,0,53,No,12.774811772758385,1,store
College Graduate,Widow,46984.0,19,1,10,2,1,8,1,1,0,3,5,0,67,No,13.492128678986996,2,store
College Graduate,Married,34838.0,28,23,29,29,14,47,3,2,1,4,6,0,72,No,13.672826830937714,2,store
PhD,Single,82716.0,606,148,228,15,148,22,1,6,8,13,2,0,79,No,12.878850102669405,0,store
College Graduate,Married,48192.0,1039,43,204,153,58,29,3,2,8,12,8,0,65,Yes,13.462012320328542,0,store
Master,Married,49681.0,411,0,26,0,0,21,6,7,1,7,7,0,47,No,12.881587953456537,2,web
Master,Married,56850.0,34,1,19,2,7,0,1,1,1,3,2,0,52,No,12.501026694045175,1,store
College Graduate,Married,55267.0,161,28,136,32,3,45,4,3,4,6,3,0,66,No,12.919917864476385,1,store
College Graduate,Married,59666.0,623,53,178,23,17,133,7,3,2,8,8,0,51,Yes,13.503080082135524,2,store
College Graduate,Single,72504.0,604,26,470,123,161,94,2,5,9,6,2,0,51,No,13.462012320328542,1,catalog
College Graduate,Married,26872.0,3,10,8,3,16,32,1,1,1,2,6,0,42,No,12.933607118412047,0,store
College Graduate,Single,21359.0,12,2,17,6,1,10,2,2,0,3,8,0,51,Yes,13.423682409308693,1,store
College Graduate,Single,73170.0,184,174,256,50,30,32,1,5,4,6,2,0,48,No,12.31211498973306,0,store
Master,Married,52750.0,393,0,239,90,69,69,6,5,7,9,4,0,68,No,13.6290212183436,1,store
PhD,Together,91820.0,410,73,747,76,161,30,0,5,5,12,1,0,37,No,12.829568788501026,0,store
PhD,Together,65968.0,376,9,83,19,4,4,2,5,4,7,3,0,53,No,12.36413415468857,1,store
College Graduate,Married,30772.0,7,2,4,2,1,4,1,1,0,2,6,0,47,No,12.531143052703628,2,store
College Graduate,Single,22507.0,68,0,226,51,157,68,3,10,2,4,9,0,69,No,13.826146475017111,0,web
College Graduate,Married,65685.0,642,14,49,0,7,57,1,9,2,9,5,0,51,No,12.484599589322382,1,web
Technical School,Married,25804.0,8,7,9,13,6,12,2,2,0,3,8,0,45,No,13.05681040383299,1,store
PhD,Single,76412.0,840,53,804,23,71,17,1,5,4,8,3,0,43,Yes,13.382614647501711,0,store
College Graduate,Married,22063.0,7,10,13,3,11,11,2,2,0,3,7,0,51,No,13.122518822724162,1,store
